Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-03-01 00:00:00-05:00,37.03059774021315,37.132579362487256,36.877623145533356,37.053260803222656,18798600,0.0,0.0
2010-03-02 00:00:00-05:00,37.200574790849004,37.27422651607988,36.91162609218661,37.10425567626953,24823900,0.0,0.0
2010-03-03 00:00:00-05:00,37.26289249131205,37.37620782436115,37.04193299503877,37.07026290893555,22279800,0.0,0.0
2010-03-04 00:00:00-05:00,37.02493089382646,37.183568012355664,36.871960621683954,37.053260803222656,21961100,0.0,0.0
2010-03-05 00:00:00-05:00,37.37053620408324,37.68781045102228,37.2685545786332,37.65948486328125,26837900,0.0,0.0
2010-03-08 00:00:00-05:00,37.82945699007441,37.84079068488833,37.52351639070775,37.665157318115234,20297200,0.0,0.0
2010-03-09 00:00:00-05:00,37.57449480869795,38.06740665784488,37.51783931768422,37.835113525390625,29003100,0.0,0.0
2010-03-10 00:00:00-05:00,38.05041918318464,38.197722629149375,37.83512221632592,38.08441162109375,24810300,0.0,0.0
2010-03-11 00:00:00-05:00,38.180726410194815,38.27704119929589,37.94843754691943,38.08441162109375,19357400,0.0,0.0
2010-03-12 00:00:00-05:00,38.28838130674516,38.28838130674516,37.676491386665234,37.84646224975586,23361800,0.0,0.0
2010-03-15 00:00:00-04:00,37.77279333292671,37.78412702529502,37.33654127256379,37.563167572021484,22070000,0.0,0.0
2010-03-16 00:00:00-04:00,37.70480756281412,37.77845927128973,37.39319586823072,37.71613693237305,35103700,0.0,0.0
2010-03-17 00:00:00-04:00,37.908771110644004,38.407345503589504,37.846448771208685,38.16372299194336,38770000,0.0,0.0
2010-03-18 00:00:00-04:00,38.24303216300979,38.37900617816818,37.96541728798839,38.18070983886719,25925500,0.0,0.0
2010-03-19 00:00:00-04:00,37.982425689697266,38.464003903282624,37.636821534910005,37.982425689697266,45564200,0.0,0.0
2010-03-22 00:00:00-04:00,37.67081943204859,38.07307914279319,37.57450463987129,37.942771911621094,21390600,0.0,0.0
2010-03-23 00:00:00-04:00,37.9257721070758,37.948435171776055,37.64815280640096,37.931434631347656,24754700,0.0,0.0
2010-03-24 00:00:00-04:00,37.716134799921825,37.88043874572732,37.523505270552015,37.676475524902344,19748800,0.0,0.0
2010-03-25 00:00:00-04:00,37.85211188935634,37.91443422977063,37.52917081745369,37.563167572021484,21095600,0.0,0.0
2010-03-26 00:00:00-04:00,37.64249838746537,37.89178350776998,37.48952374843397,37.699153900146484,30553400,0.0,0.0
2010-03-29 00:00:00-04:00,37.767133661802255,38.23171566563834,37.72747005805455,38.12973403930664,26122200,0.0,0.0
2010-03-30 00:00:00-04:00,38.06740524943144,38.12972758400181,37.84077897122432,37.98808670043945,17745900,0.0,0.0
2010-03-31 00:00:00-04:00,37.9257736714255,38.067414589741205,37.73313977479649,37.94843673706055,22352500,0.0,0.0
2010-04-01 00:00:00-04:00,38.1127402295155,38.41302263746053,38.067418416227504,38.30537414550781,19614700,0.0,0.0
2010-04-05 00:00:00-04:00,38.435675250698324,38.730290764026726,38.367690380343724,38.633975982666016,20901100,0.0,0.0
2010-04-06 00:00:00-04:00,38.52066181102625,38.72462507325346,38.413017655572425,38.46967315673828,19776800,0.0,0.0
2010-04-07 00:00:00-04:00,38.43000879369607,38.441338163416575,37.94276376750969,38.15238952636719,24531500,0.0,0.0
2010-04-08 00:00:00-04:00,37.96543179721178,38.650973302237304,37.87477953743766,38.4470100402832,24060800,0.0,0.0
2010-04-09 00:00:00-04:00,38.588657138565935,39.081569154372936,38.56599406999038,38.95692443847656,21099600,0.0,0.0
2010-04-12 00:00:00-04:00,38.97957802501544,39.12121892725382,38.85493333943971,38.928585052490234,18170300,0.0,0.0
2010-04-13 00:00:00-04:00,38.79261245234037,38.956916423806845,38.56598613574738,38.90026092529297,19177100,0.0,0.0
2010-04-14 00:00:00-04:00,38.93423622761485,38.99089170119856,38.730273064685065,38.87191390991211,18777800,0.0,0.0
2010-04-15 00:00:00-04:00,38.80960380463788,38.93424847926598,38.61130742342814,38.67362976074219,16712900,0.0,0.0
2010-04-16 00:00:00-04:00,38.594327582277614,38.92293130089413,38.36203434963859,38.48667907714844,33855100,0.0,0.0
2010-04-19 00:00:00-04:00,38.38469801330486,38.775628424254265,38.28271635490671,38.65665054321289,25686000,0.0,0.0
2010-04-20 00:00:00-04:00,38.87761597711873,39.21755344913958,38.809626753698765,39.07591247558594,22989500,0.0,0.0
2010-04-21 00:00:00-04:00,39.09288777018651,39.33651028716307,38.84926525320995,39.04756164550781,21119200,0.0,0.0
2010-04-22 00:00:00-04:00,38.82093816282209,38.93992032937537,38.65097166674414,38.84360122680664,21654700,0.0,0.0
2010-04-23 00:00:00-04:00,38.80961445331761,39.24586661167901,38.6283142375321,39.2288703918457,24340000,0.0,0.0
2010-04-26 00:00:00-04:00,39.109886764641146,39.39316858020139,39.05323126603659,39.25719451904297,18237100,0.0,0.0
2010-04-27 00:00:00-04:00,39.09855475716324,39.659451503835655,38.6396353075793,38.67929458618164,36374700,0.0,0.0
2010-04-28 00:00:00-04:00,39.01924604208733,39.398842707678035,38.87193826046323,39.20054626464844,33243500,0.0,0.0
2010-04-29 00:00:00-04:00,38.78127875911512,39.4668245555067,38.66230091547473,38.90026092529297,47200900,0.0,0.0
2010-04-30 00:00:00-04:00,39.036227076685556,39.26851587028718,38.37334880105735,38.3960075378418,43762100,0.0,0.0
